vehicle_id,vehicle_type,make,year,total_km,avg_daily_km,last_oil_change_km,days_since_oil_change,last_oil_filter_change_km,days_since_oil_filter_change,last_fuel_filter_change_km,days_since_fuel_filter_change,last_fuel_pump_change_km,days_since_fuel_pump_change,last_battery_change_km,days_since_battery_change,last_spark_plugs_change_km,days_since_spark_plugs_change,last_shock_absorbers_change_km,days_since_shock_absorbers_change,last_brake_fluid_change_km,days_since_brake_fluid_change,last_brake_pads_change_km,days_since_brake_pads_change,last_tires_change_km,days_since_tires_change,last_coolant_change_km,days_since_coolant_change,last_water_pump_change_km,days_since_water_pump_change,last_radiator_change_km,days_since_radiator_change,last_transmission_fluid_change_km,days_since_transmission_fluid_change,driving_condition,target_days_to_next_maintenance
660,Bus,Mercedes,2014,1025046,311,1019841,17,1017482,24,980209,144,945296,256,973587,165,959342,212,1020690,14,966083,190,986349,124,993879,101,1014290,35,906604,381,985826,126,988284,118,Urban,61
661,Bus,Mercedes,2024,111174,361,105168,17,111293,0,65695,126,0,455,23127,244,39378,199,51616,165,66836,123,109765,4,78049,92,59406,143,3712,297,0,478,61096,139,Mixed,71
662,Bus,Scania,2008,1152771,225,1146685,27,1147682,23,1136508,73,1132794,89,1070669,365,1120139,145,1110163,189,1145630,31,1133321,86,1120303,144,1122006,136,1117801,155,1120439,144,1071440,361,Mixed,53
663,Bus,Volvo,2007,1955480,362,1947595,22,1955461,0,1915500,110,1920926,95,1880651,207,1899417,155,1916715,108,1912427,119,1909204,128,1952623,8,1925351,83,1852027,286,1903077,145,1945396,28,Mixed,88
664,Car,BMW,2015,209422,72,202747,95,205119,60,184392,346,136753,1009,99161,1530,167200,587,137336,1001,205281,57,206557,39,192176,241,186540,317,173134,504,139243,975,126070,1156,Urban,41
665,Truck,MAN,2016,632348,235,631885,2,627888,19,593379,166,619176,56,544360,374,601761,130,615038,73,587603,191,615554,72,604353,119,570431,263,595452,157,484772,628,600544,135,Urban,51
666,Car,Ford,2016,185145,68,179239,84,182745,38,152628,478,180226,74,148860,535,155350,440,109125,1117,133095,764,138298,689,183900,19,126410,863,127663,848,44344,2070,96165,1310,Urban,59
667,Car,Honda,2005,639062,106,630726,78,632045,68,627154,111,535362,979,622801,154,582139,537,600502,365,607739,296,590318,460,621532,167,617991,200,541514,921,556027,783,566767,681,Mixed,61
668,Bus,Mercedes,2014,653599,200,651655,10,653688,0,653039,3,579135,372,640492,65,638113,77,622293,157,648277,26,620621,165,612591,205,653629,1,535543,591,565580,440,651370,11,Mixed,64
669,Truck,Scania,2021,153675,126,149439,32,150894,22,125888,221,53744,793,103203,401,145630,63,75680,619,95969,458,106100,378,121978,253,123498,240,143369,83,0,1378,95997,459,Highway,70
670,Truck,Mercedes,2008,1275168,250,1272352,11,1267430,31,1257294,72,1098180,708,1260615,59,1205417,279,1197676,310,1247673,110,1241467,135,1244318,123,1261341,55,1258556,66,1114559,643,1273917,5,Urban,34
671,Bus,Scania,2010,1755242,391,1752132,8,1755227,0,1745669,24,1582310,442,1707905,121,1683947,182,1692589,160,1744286,28,1711110,113,1714074,105,1752517,7,1660697,242,1743082,31,1671655,214,Urban,68
672,Car,Hyundai,2021,184342,156,178934,34,181484,18,146475,242,29208,994,172807,73,124008,387,168336,103,163938,132,143949,259,166921,110,183658,4,156353,180,64025,770,98101,554,Urban,45
673,Truck,Volvo,2024,29212,118,28557,6,23492,49,0,273,0,973,14985,122,0,500,0,717,4845,207,4688,209,99,248,4116,213,0,923,0,708,0,422,Urban,36
674,Truck,Ford,2012,784140,200,778878,26,780911,16,768806,77,774334,49,699410,424,722946,306,756034,141,765388,94,756407,139,734227,250,766758,87,715888,341,781968,11,777934,31,Highway,71
675,Truck,Mercedes,2008,699473,138,691110,60,696166,24,676883,163,567712,954,584745,833,683742,115,668620,223,689708,71,686938,91,668597,223,688956,76,659734,288,527901,1244,665613,246,Mixed,60
676,Bus,Iveco,2023,219047,372,214674,12,211002,22,172183,126,72907,393,153133,177,218561,1,213162,16,171698,127,205129,37,168587,136,156261,169,207025,32,204983,38,211669,20,Highway,72
677,Truck,Ford,2015,482143,157,480253,12,473818,53,441268,260,414582,430,437064,288,430071,332,396296,546,423174,375,475458,42,473898,53,436779,288,475147,44,470839,72,430371,330,Highway,65
678,Truck,Scania,2011,954710,226,952374,10,949227,24,949728,22,861215,414,879209,334,890798,283,876072,348,918081,162,937947,74,910188,197,895557,262,914046,179,882949,318,942200,55,Urban,80
679,Bus,Iveco,2022,279150,313,269721,30,272101,23,248601,98,272076,23,254816,78,276885,7,224499,175,265981,42,259874,61,266181,41,252193,86,225663,171,180535,315,217823,196,Mixed,63
680,Truck,MAN,2021,233385,191,232381,5,230481,16,183991,259,104930,672,229930,18,190340,225,156977,401,226928,33,203119,159,173815,312,173046,316,152120,425,59046,914,175337,304,Highway,63
681,Bus,Mercedes,2022,264554,290,257193,25,255491,31,241990,78,196502,235,157658,369,235710,100,202118,215,262963,6,248833,54,239111,88,238034,91,231344,114,129803,464,249781,51,Urban,77
682,Bus,MAN,2016,623021,230,618067,21,617226,25,594135,126,601196,95,511320,486,580449,186,551820,309,597152,112,621146,8,586286,160,562391,264,594129,126,472340,655,556730,288,Urban,74
683,Truck,Ford,2022,98200,110,96763,12,98096,1,94040,38,89377,79,24078,674,90311,71,30994,613,74354,218,66954,284,81424,151,80354,164,23798,675,48817,447,23996,674,Urban,49
684,Car,BMW,2011,452954,108,443518,86,451106,18,423831,270,412034,380,346369,987,436163,155,443750,86,401142,480,424592,263,426664,244,406647,429,358175,878,347018,982,439706,122,Mixed,34
685,Car,Ford,2018,228328,106,220205,77,225100,32,194724,316,61661,1573,128273,942,207170,200,203833,230,213918,137,180081,457,177002,485,225047,33,174399,510,92613,1279,191660,346,Urban,84
686,Car,BMW,2012,298516,78,290269,104,297055,17,276836,278,128534,2180,210646,1127,235437,808,240997,740,265976,417,275256,297,258109,518,276726,280,296714,24,244172,697,219900,1009,Urban,55
687,Car,BMW,2024,39412,126,35418,32,37897,12,6136,263,0,632,0,340,27793,92,0,330,0,383,0,353,33959,44,18644,165,32363,56,0,1421,11729,219,Highway,60
688,Car,Toyota,2024,26547,60,26354,0,25369,17,24779,30,0,2341,19771,111,1036,425,0,1014,9942,276,0,506,0,719,18348,136,0,1517,0,1843,0,872,Urban,59
689,Car,Ford,2010,737289,163,735824,10,731910,33,716425,128,627890,671,667639,429,728001,56,695570,256,721793,94,737246,1,720034,106,696973,247,648897,542,656177,497,692516,275,Urban,54
690,Bus,Volvo,2006,2119970,371,2116729,9,2111108,24,2101453,50,1994579,338,2093290,72,2073210,126,2042768,208,2110862,24,2088992,84,2076435,117,2097053,62,2039585,217,2010056,297,2075845,119,Highway,69
691,Car,Toyota,2004,697327,111,691146,55,689128,74,668806,258,599469,881,591262,956,680783,149,664163,299,697177,0,664059,300,696027,12,650455,424,615001,741,566986,1175,676729,186,Urban,89
692,Car,BMW,2007,311530,59,305068,110,306635,81,285141,447,295314,276,254133,972,264582,795,244779,1132,279110,551,307332,73,298240,228,310679,14,308162,57,296503,253,274090,634,Mixed,35
693,Bus,Mercedes,2022,176948,189,170200,36,169672,38,176880,1,162415,77,89890,460,121364,295,109767,355,151182,137,163294,72,131462,241,168185,46,167718,49,151497,135,138211,206,Highway,54
694,Bus,Iveco,2016,512545,190,510829,10,505877,36,479760,172,401275,585,464045,255,475622,194,452266,317,469357,227,466759,241,490354,117,476506,189,459041,283,338951,914,477568,184,Highway,76
695,Bus,Volvo,2025,5687,338,2359,10,3276,7,0,45,0,263,0,54,0,96,0,173,0,36,0,80,2613,9,0,188,0,59,0,102,0,224,Urban,87
696,Truck,MAN,2000,869506,116,868761,7,865978,30,845612,205,717917,1306,760173,944,826406,371,789509,688,847929,186,852639,146,864945,40,813104,488,776287,804,868591,9,855760,118,Urban,34
697,Truck,Scania,2012,513499,131,510657,22,509214,34,493085,155,444462,528,487294,202,492606,160,485444,215,488873,189,498871,112,466557,359,461056,400,449523,488,474659,297,472319,313,Mixed,76
698,Bus,Iveco,2005,1319489,218,1313201,29,1319054,2,1279893,182,1201518,541,1207873,512,1318029,7,1313233,29,1260484,271,1305808,62,1286648,151,1268830,232,1315439,18,1257773,283,1257130,286,Mixed,59
699,Truck,Ford,2024,86839,288,79425,26,85254,6,61199,89,0,553,0,360,21012,229,23206,221,69412,61,75140,40,68753,63,53492,116,13566,254,85912,3,17569,240,Highway,77
700,Bus,Volvo,2014,572652,173,565107,43,564539,46,535137,217,430311,822,558312,84,544614,162,510198,360,521957,293,560915,68,563268,53,555040,101,547031,148,466809,612,487873,491,Mixed,33
701,Car,Honda,2002,759585,110,755635,36,752678,61,740510,175,739568,182,684115,686,698106,560,691544,618,710263,450,739632,183,725077,313,754135,50,720167,359,696530,571,690811,623,Mixed,81
702,Bus,Scania,2001,2719616,378,2715104,12,2713511,16,2714338,14,2569919,396,2660627,156,2674512,119,2678341,109,2696938,60,2690473,77,2684837,92,2718356,3,2603410,307,2595342,329,2666535,140,Urban,33
703,Car,Hyundai,2019,173497,94,171586,20,167970,60,139029,365,62851,1177,111658,658,167466,64,163556,107,149023,260,168656,51,166033,79,94492,841,106314,717,146661,286,166443,73,Urban,60
704,Car,Toyota,2002,554301,80,551554,35,548900,67,546803,95,479606,935,512451,523,539086,189,471562,1035,527813,331,520150,428,509826,554,480102,927,486153,851,385301,2114,468971,1066,Urban,72
705,Bus,MAN,2022,323783,364,320089,10,320454,9,307542,45,168468,427,251890,198,309895,38,274260,136,320156,10,317623,17,279387,122,290769,91,208584,316,239667,231,303347,56,Mixed,56
706,Truck,Mercedes,2018,411272,189,410841,2,409873,8,364683,247,387770,124,395486,83,394934,86,390555,110,410328,5,403600,40,398772,66,406889,25,329800,431,254756,829,406585,25,Mixed,51
707,Bus,Iveco,2003,1355278,203,1351852,17,1350843,21,1326715,141,1298614,279,1304027,253,1289841,322,1324104,153,1311080,217,1333871,106,1338995,80,1306021,242,1270169,419,1280052,370,1312731,210,Highway,35
708,Bus,Volvo,2005,2135484,356,2134101,4,2128336,20,2115931,55,2110323,71,2113130,63,2127978,21,2083463,146,2135132,1,2095334,113,2094159,116,2086980,136,2078190,161,2052212,234,2126560,25,Urban,82
709,Truck,Volvo,2022,259098,287,255910,11,250235,31,225322,118,254208,17,219532,138,212096,164,251090,27,210642,169,248068,38,258190,3,201417,201,174241,296,231231,97,181421,270,Highway,47
710,Bus,MAN,2017,768051,321,760627,23,760599,23,733582,107,600682,521,731136,115,722253,143,745859,69,754506,42,742929,78,710562,179,764046,12,664383,323,615236,476,707972,187,Highway,58
711,Car,Ford,2007,974121,181,973157,5,972073,11,931727,234,862756,615,951828,123,919841,302,950215,131,971823,12,947633,147,963325,60,938219,198,885776,488,847093,702,923557,279,Mixed,42
712,Truck,Mercedes,2013,963058,268,958371,18,957456,21,926307,137,786186,661,901357,230,959848,12,881275,305,904331,219,915873,176,961610,5,959829,12,873020,336,946558,62,935793,102,Highway,38
713,Car,BMW,2014,381924,115,374734,63,373726,73,372638,80,325359,492,264063,1025,354875,236,359536,194,361913,174,361977,173,347467,299,303875,679,313132,597,250307,1144,373477,72,Urban,61
714,Truck,Volvo,2025,0,218,0,44,0,41,0,72,0,317,0,526,0,249,0,23,0,274,0,55,0,61,0,237,0,360,0,255,0,237,Urban,83
715,Truck,Volvo,2013,812727,226,805838,30,807880,22,779529,148,808318,20,801864,48,747548,289,732527,355,783950,127,782735,133,767450,201,756699,249,746141,295,669278,635,773615,173,Mixed,89
716,Bus,Iveco,2023,146060,233,142711,15,143470,12,142341,16,0,693,30882,495,75655,302,72240,317,106548,169,125352,89,137944,35,96586,212,127208,81,0,659,63627,354,Highway,84
717,Car,Ford,2018,417325,198,410531,34,414357,15,406256,55,361779,281,375931,209,385760,160,343977,371,364965,264,406302,55,398064,98,394999,112,383181,173,353847,320,364883,265,Highway,62
718,Bus,MAN,2007,1846320,340,1843787,8,1844434,6,1815370,91,1777181,203,1788313,171,1766721,234,1795510,150,1816385,88,1818385,82,1815771,90,1823386,68,1831075,45,1716939,381,1777535,202,Mixed,60
719,Truck,Mercedes,2009,1208140,255,1200317,31,1207201,4,1187707,80,1206107,8,1139552,269,1139268,270,1195926,48,1180209,109,1206554,6,1160181,188,1164630,171,1126235,322,1126538,320,1173528,136,Highway,73
720,Bus,MAN,2018,431418,207,427218,21,426316,25,397597,163,336904,456,328280,499,377039,262,402134,142,428815,13,430622,4,423496,38,429592,9,322782,524,370024,296,350000,394,Highway,70
721,Car,Honda,2018,272917,126,264266,69,269306,28,251952,166,120992,1206,198982,586,269337,29,199438,582,216772,446,235540,297,229714,342,266202,55,158179,911,197737,597,263953,71,Mixed,38
722,Truck,MAN,2022,265675,299,264245,5,262819,10,262490,11,184679,271,174217,306,215383,168,198607,224,226045,132,230025,119,222488,145,198557,225,180983,283,212826,177,227265,129,Highway,86
723,Car,Honda,2025,3005,171,0,37,0,54,0,199,0,551,0,507,0,149,0,518,0,79,2269,4,0,157,0,388,0,98,0,293,0,126,Highway,84
724,Car,BMW,2010,299631,65,299524,0,294786,72,299047,9,203168,1484,262296,572,299410,1,225947,1136,277849,335,266136,516,291941,119,223758,1166,257665,647,213472,1325,251919,735,Mixed,72
725,Bus,Scania,2009,1035098,216,1026505,40,1031753,15,998029,171,879627,720,951913,385,970033,301,1022925,57,992103,199,1029819,25,988405,216,958453,354,938632,446,1031712,15,1032676,11,Mixed,75
726,Bus,MAN,2002,2241314,326,2237925,10,2234535,21,2229274,37,2226025,47,2157705,257,2183528,177,2180790,186,2241291,0,2196354,138,2187876,164,2201581,122,2177771,195,2221764,60,2190168,157,Highway,47
727,Bus,Volvo,2018,541816,254,539252,10,536667,21,497175,176,485019,223,536911,19,538550,13,525693,64,484292,226,532512,37,518063,93,502196,156,490020,204,384656,619,514125,109,Urban,55
728,Car,BMW,2025,0,182,0,50,0,36,0,37,0,127,0,399,0,93,0,178,0,121,0,94,0,20,0,314,0,371,0,707,0,140,Mixed,46
729,Truck,Volvo,2008,532157,105,527498,43,525636,62,532125,1,460689,680,498459,321,472310,569,447230,809,515547,158,523773,79,527032,49,531836,2,421333,1057,491262,388,492538,376,Mixed,54
730,Car,Honda,2011,661900,160,657886,25,652632,58,649231,79,589632,452,562641,621,656253,35,647059,93,660938,5,613430,303,611030,318,604119,361,640644,132,593236,430,639572,139,Mixed,85
731,Bus,Scania,2012,750007,194,749469,2,748795,7,705499,229,570645,925,741915,42,685637,332,728156,113,718036,165,705694,228,711601,198,697494,271,716302,174,614439,699,711057,200,Mixed,65
732,Bus,Volvo,2006,2033791,357,2024108,27,2027249,19,1988105,128,1867331,466,1931195,287,1959891,207,2001058,92,2028208,15,1985989,134,1988456,127,2001387,91,1986996,131,1977092,159,2004526,82,Highway,66
733,Car,BMW,2025,0,123,0,65,0,54,0,310,0,557,0,500,0,612,0,319,0,458,0,321,0,145,0,118,0,116,0,884,0,503,Highway,58
734,Car,Toyota,2017,275638,115,274424,11,271618,36,265984,84,261198,126,237803,329,237833,328,255953,171,263118,109,272533,27,228948,406,246300,254,252958,197,128318,1282,265691,86,Mixed,59
735,Truck,Scania,2010,623924,137,617522,46,621003,21,613570,76,581518,310,568425,405,601829,161,555400,500,601936,162,620208,28,577057,342,612736,79,583203,297,524740,724,548988,548,Mixed,84
736,Car,Honda,2014,532150,161,527898,27,531560,4,482276,309,395128,851,506997,156,466694,407,499058,206,489485,265,525430,42,518357,86,459028,454,493317,241,527764,27,504241,173,Mixed,80
737,Car,Toyota,2014,556508,168,554701,10,556242,2,507560,291,386981,1009,513466,256,530763,153,528133,169,507927,289,522999,199,552539,23,529192,163,548135,50,501405,328,516402,239,Mixed,62
738,Bus,Scania,2003,1062378,161,1054460,50,1056778,33,1053119,58,1011604,315,994450,423,1057502,31,997365,404,1006873,344,1037269,156,1019910,264,1036279,163,983594,489,1039310,143,1016858,283,Urban,66
739,Car,BMW,2007,924220,172,916692,43,922984,7,895174,169,787874,792,824434,579,923797,3,857240,390,904150,117,916347,46,905423,109,853143,413,821880,595,803177,704,868082,327,Mixed,58
740,Bus,Iveco,2025,0,240,0,27,0,4,0,110,0,247,0,13,0,52,0,90,0,2,0,111,0,71,0,306,0,356,0,485,0,161,Highway,70
741,Bus,Volvo,2023,142728,229,136041,30,136971,25,134596,35,42490,438,75732,292,90379,229,140663,9,82892,261,108730,148,130868,52,73950,300,114589,123,0,721,92726,218,Mixed,76
742,Bus,Scania,2001,2398431,334,2392235,18,2390843,23,2366351,96,2244754,460,2316141,246,2353055,136,2357449,123,2390049,25,2386339,36,2387692,32,2348997,148,2391787,20,2295435,308,2389423,27,Urban,31
743,Truck,Scania,2020,326592,222,319492,32,320391,28,304140,101,197104,584,211078,520,303088,106,303952,102,301524,113,312300,64,291825,157,269197,259,322580,18,184802,638,300952,116,Urban,44
744,Bus,Scania,2015,1025532,342,1022169,10,1021794,11,989734,105,902832,359,971306,159,1010036,46,1016998,25,1004916,60,1002881,66,967839,169,958423,196,1012518,38,939853,250,939286,252,Highway,74
745,Truck,MAN,2002,1365896,198,1358370,38,1363617,12,1356626,47,1190810,885,1319199,236,1308592,289,1325350,205,1360741,26,1341028,126,1362786,16,1345503,103,1307393,295,1316880,247,1295800,354,Urban,58
746,Car,Hyundai,2002,430651,62,429143,24,428893,27,401381,471,337473,1503,329594,1630,350926,1286,428651,30,414257,264,404099,430,399229,506,422569,130,352646,1257,283679,2369,344565,1388,Urban,88
747,Bus,Mercedes,2023,192697,324,184332,26,190928,5,160258,100,98525,291,119018,227,192671,0,181681,34,156793,111,167991,76,174014,58,170527,68,129851,194,184809,24,184254,26,Highway,30
748,Bus,Iveco,2022,288653,319,288121,2,280261,26,268343,63,183260,330,226643,194,226213,196,257745,97,247871,128,244611,138,243574,141,213108,237,230626,182,252851,112,276838,37,Highway,85
749,Bus,Scania,2008,782053,152,781935,1,773209,58,738995,283,618762,1074,672740,720,752850,192,705487,504,746314,236,754356,181,747081,230,746381,236,711923,462,758081,157,768902,86,Mixed,56
750,Bus,Mercedes,2001,2622224,364,2619235,8,2617430,13,2593537,79,2526291,263,2609138,36,2552743,191,2559524,172,2571234,140,2602630,54,2563929,160,2609348,35,2607325,41,2549686,199,2551493,194,Mixed,74
751,Car,Hyundai,2024,19900,54,10944,167,10340,182,0,723,0,3029,0,2093,12691,137,0,769,3202,309,14538,96,16514,61,0,734,3195,307,0,1883,0,1501,Urban,61
752,Bus,Scania,2009,872053,183,864201,43,862651,51,866775,29,809769,340,821902,274,850442,118,866654,30,837372,189,825688,254,856888,83,866751,30,856335,86,772489,543,862975,50,Urban,85
753,Truck,Scania,2006,1275468,224,1275169,2,1266366,40,1239133,162,1213883,275,1266352,41,1206991,306,1264634,49,1230289,201,1231139,198,1267087,37,1275631,0,1165733,490,1196176,354,1225891,221,Urban,33
754,Truck,Mercedes,2019,250120,139,240623,67,247387,20,232060,130,138174,805,181290,496,190512,430,174021,548,208409,301,227475,163,248615,11,170482,573,148238,733,240890,68,167823,592,Urban,82
755,Bus,MAN,2021,276885,236,269584,31,268046,38,251160,108,275330,7,268353,37,230918,195,211828,276,234623,179,255239,92,248647,120,254228,96,194951,348,254329,95,239758,157,Urban,58
756,Bus,Iveco,2020,235537,154,233700,12,227405,53,231085,29,178862,368,125972,712,210391,163,217801,115,208315,176,218651,110,208177,178,223698,77,196908,251,182382,345,192568,278,Highway,72
757,Car,Honda,2016,460573,168,459046,9,458484,13,456435,24,340592,715,438599,129,436031,145,372437,525,446661,83,457805,15,430040,182,457918,16,350577,654,295588,982,452690,46,Mixed,83
758,Bus,MAN,2010,1767444,393,1762811,12,1767169,1,1731207,92,1694074,187,1721402,117,1697079,179,1682253,217,1731297,92,1732860,88,1741297,67,1733862,86,1741165,67,1629958,350,1724230,110,Highway,60
759,Truck,Ford,2002,1334672,193,1331615,15,1326665,42,1323598,58,1297856,190,1253682,420,1311128,122,1320881,72,1294864,206,1318505,83,1290088,232,1295248,205,1275532,306,1244315,469,1329069,29,Highway,50
760,Car,Toyota,2014,246798,76,242746,52,245911,11,218463,372,70302,2322,229315,229,245080,22,178142,903,227564,256,214456,426,219441,360,189204,756,196486,661,192753,711,167754,1039,Highway,63
761,Truck,Ford,2010,1219481,270,1218370,4,1213500,22,1203788,58,1178375,152,1197665,81,1147612,266,1174230,168,1214637,18,1206177,49,1166879,195,1155401,237,1183730,132,1212521,26,1215798,14,Urban,75
762,Truck,Volvo,2000,1451266,194,1446777,23,1446814,23,1448844,12,1365534,442,1352148,512,1394577,292,1448893,12,1435524,82,1447354,20,1402765,250,1378614,375,1437609,71,1323189,660,1399024,269,Urban,48
763,Car,BMW,2001,545113,75,541204,50,539444,75,503855,548,526335,249,500502,595,520681,324,486460,781,490336,730,503025,562,488051,758,542536,31,505278,532,399904,1937,498698,619,Urban,47
